Brand,Model,Edition,Year of Manufacture,Transmission,Fuel Type,Body Type,Engine Capacity (cc),Mileage (km),Price (Rs.),Negotiable,Rs. Per km
Mitsubishi,Lancer,Evolution 8,2005,Manual,Petrol,Saloon,"2,000 cc","200,000 km","Rs 11,500,000",No,
Micro,Panda,Manual,2017,Manual,Petrol,Hatchback,"1,000 cc","57,000 km","Rs 3,290,000",Yes,
Honda,Fit,,2014,Automatic,Hybrid,Hatchback,"1,490 cc","129,475 km","Rs 8,990,000",No,
Honda,Grace,EX,2014,Automatic,Hybrid,Saloon,"1,500 cc","73,000 km","Rs 10,450,000",Yes,
Honda,Civic,Honda,2002,Automatic,Petrol,Saloon,"1,500 cc","272,051 km","Rs 4,500,000",Yes,
Honda,Insight,2010,2010,Automatic,Petrol,Coupé/Sports,"1,330 cc","90,800 km","Rs 7,380,000",Yes,
Toyota,Land Cruiser Sahara,1999,1999,Manual,Diesel,SUV / 4x4,"4,200 cc","365,000 km","Rs 25,000,000",Yes,
Toyota,Land Cruiser Prado,Toyota,2018,Automatic,Petrol,SUV / 4x4,"2,900 cc","103,000 km","Rs 55,000,000",No,
BMW,520d,F10 2013,2013,Automatic,Diesel,Saloon,"2,000 cc","172,000 km","Rs 25,000,000",Yes,
Mitsubishi,ASX,(Used),2015,Tiptronic,Petrol,SUV / 4x4,"1,999 cc","177,000 km","Rs 12,750,000",Yes,
Kia,Sorento,2014,2014,Tiptronic,Diesel,SUV / 4x4,"2,200 cc","89,000 km","Rs 19,500,000",Yes,
Mitsubishi,Outlander,plug -in- hybrid,2015,Automatic,Hybrid,SUV / 4x4,"2,000 cc","82,000 km","Rs 21,000,000",Yes,
Toyota,Land Cruiser Sahara,LC300 ZX Diesel,2024,Tiptronic,Diesel,SUV / 4x4,"3,300 cc",650 km,"Rs 108,500,000",Yes,
Toyota,Aqua,Toyota,2012,Automatic,Hybrid,Hatchback,"1,800 cc","114,000 km","Rs 8,300,000",Yes,
Honda,Fit,GP5 S,2013,Automatic,Hybrid,Hatchback,"1,500 cc","160,000 km","Rs 7,900,000",Yes,
Toyota,Yaris,2007,2007,Automatic,Petrol,Saloon,"1,300 cc","130,000 km","Rs 6,750,000",Yes,
Toyota,Land Cruiser Prado,150 TX,2010,Automatic,Petrol,SUV / 4x4,"2,700 cc","116,400 km","Rs 29,800,000",Yes,
Mercedes Benz,C300,2016,2016,Tiptronic,Petrol,Coupé/Sports,"2,000 cc","47,000 km","Rs 31,000,000",No,
Honda,CRV,Honda,2018,Tiptronic,Petrol,SUV / 4x4,"1,499 cc","69,080 km","Rs 22,500,000",Yes,
Toyota,Premio,G Superior,2018,Automatic,Petrol,Saloon,"1,500 cc","9,500 km","Rs 16,300,000",Yes,
Land Rover,Range Rover,Autobiography,2018,Automatic,Petrol,SUV / 4x4,"2,000 cc","64,950 km","Rs 85,500,000",Yes,
DFSK,Glory,i Auto,2023,Automatic,Petrol,,"1,500 cc","19,400 km","Rs 13,500,000",Yes,
Honda,N-WGN,Honda,2018,Automatic,Petrol,Hatchback,660 cc,"162,000 km","Rs 6,600,000",Yes,
Toyota,Axio,X Grade,2010,Automatic,Petrol,Saloon,"1,500 cc","125,000 km","Rs 8,250,000",Yes,
Nissan,X-Trail,Hybrid,2015,Automatic,Petrol,SUV / 4x4,"2,000 cc","120,000 km","Rs 11,395,000",Yes,
Toyota,Land Cruiser Prado,TRJ 150,2017,Automatic,Petrol,SUV / 4x4,"2,700 cc","104,000 km","Rs 44,500,000",Yes,
Honda,Fit,2012,2012,Automatic,Hybrid,Hatchback,"1,330 cc","141,516 km","Rs 6,475,000",Yes,
Toyota,Avanza,G Grade,2008,Manual,Petrol,MPV,"1,300 cc","290,000 km","Rs 5,500,000",No,
Audi,e-tron,Audi,2024,Automatic,Electric,MPV,"1,500 cc",0 km,"Rs 54,000,000",Yes,
Toyota,Hilux,GR SPORT THAILAND,2024,Automatic,Diesel,SUV / 4x4,"2,800 cc",718 km,"Rs 29,900,000",Yes,
Toyota,CHR,,2017,Automatic,Petrol,,"1,200 cc","25,600 km","Rs 15,700,000",Yes,
Nissan,AD Wagon,Nissan,1997,Automatic,Diesel,Station wagon,"1,970 cc","145,701 km","Rs 2,500,000",Yes,
Suzuki,Swift,,2009,Automatic,Petrol,Saloon,"1,240 cc","140,000 km","Rs 5,700,000",No,
Toyota,Land Cruiser Prado,EDITION ONE HIGHEST,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc",23 km,"Rs 69,500,000",Yes,
Peugeot,508,Peugeot,2015,Tiptronic,Diesel,Saloon,"2,000 cc","148,000 km","Rs 17,850,000",Yes,
Daihatsu,Mira,Daihatsu,2017,Automatic,Petrol,Hatchback,650 cc,"69,500 km","Rs 5,950,000",Yes,
Nissan,X-Trail,T 31,2011,Tiptronic,Diesel,SUV / 4x4,"2,000 cc","290,000 km","Rs 12,500,000",Yes,
Toyota,Hilux,1989,1989,Manual,Diesel,SUV / 4x4,"2,600 cc","302,400 km","Rs 5,200,000",Yes,
Mercedes Benz,C200,Premium Plus,2020,Automatic,Petrol,Saloon,"1,500 cc","65,000 km","Rs 30,000,000",Yes,
Toyota,Hilux,Revo Gr Sport,2024,Tiptronic,Diesel,SUV / 4x4,"2,800 cc",0 km,"Rs 29,700,000",Yes,
Toyota,Corolla,,1977,Manual,Petrol,,"1,200 cc","678,000 km","Rs 750,000",Yes,
Toyota,Tank,GS,2019,Automatic,Petrol,Hatchback,"1,000 cc","75,000 km","Rs 8,750,000",No,
DFSK,Glory,580,2022,Tiptronic,Petrol,SUV / 4x4,"1,500 cc","11,000 km","Rs 10,400,000",Yes,
Toyota,CHR,NGX50,2017,Automatic,Petrol,SUV / 4x4,"1,200 cc","56,000 km","Rs 13,500,000",No,
Jaguar,F-Type,2017,2017,Automatic,Petrol,Coupé/Sports,"3,000 cc","19,200 km","Rs 55,000,000",Yes,
Toyota,Land Cruiser Prado,Toyota,2024,Tiptronic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 71,500,000",Yes,
Toyota,Land Cruiser Prado,EDITION ONE TAN,2025,Automatic,Petrol,SUV / 4x4,"2,700 cc",352 km,"Rs 69,500,000",Yes,
Audi,e-tron,50 Quattro Q8 B/NEW,2024,Automatic,Electric,Hatchback,245 cc,0 km,"Rs 49,500,000",Yes,
Honda,CRV,Honda,2019,Automatic,Petrol,SUV / 4x4,"1,500 cc","85,000 km","Rs 22,500,000",No,
Toyota,Yaris,Cross,2024,Automatic,Hybrid,SUV / 4x4,"1,500 cc","10,000 km","Rs 15,500,000",No,
Audi,A3,2018 S Line,2018,Tiptronic,Petrol,Saloon,"1,000 cc","69,000 km","Rs 19,000,000",Yes,
Honda,Grace,,2016,Automatic,Hybrid,Saloon,"1,500 cc","165,000 km","Rs 11,000,000",No,
Suzuki,XBee,Car,2018,Automatic,Petrol,Hatchback,"1,000 cc","63,000 km","Rs 9,000,000",Yes,
Tesla,Model 3,Special Spec,2024,Automatic,Electric,Saloon,194 cc,130 km,"Rs 38,500,000",Yes,
Suzuki,Wagon R FX,Suzuki,2023,Automatic,Petrol,Hatchback,660 cc,"6,500 km","Rs 7,450,000",Yes,
Suzuki,Wagon R,Suzuki,2024,Automatic,Petrol,Hatchback,657 cc,"6,000 km","Rs 9,750,000",Yes,
Toyota,Vellfire,Luxary,2013,Automatic,Hybrid,,"2,800 cc","145,000 km","Rs 40,000,000",Yes,
Toyota,Vitz,,2016,Automatic,Petrol,Hatchback,"1,000 cc","101,721 km","Rs 7,750,000",Yes,
Suzuki,Wagon R,Suzuki,2024,Automatic,Petrol,Hatchback,657 cc,"6,000 km","Rs 9,700,000",Yes,
Toyota,Hilux,GR Sport,2024,Automatic,Diesel,,"2,800 cc",0 km,"Rs 30,500,000",No,
Nissan,Presea,Nissan,1994,Automatic,Petrol,,"1,490 cc","160,000 km","Rs 1,950,000",Yes,
Toyota,Vitz,RS Turbo Manual,2000,Manual,Petrol,Hatchback,"1,500 cc","137,000 km","Rs 5,675,000",No,
Toyota,Aqua,,2014,Automatic,Hybrid,,"1,500 cc","128,408 km","Rs 9,695,000",No,
Audi,A4,S Line,2018,Tiptronic,Petrol,Saloon,"1,400 cc","31,000 km","Rs 24,900,000",Yes,
Kia,Rio,2005,2005,Manual,Petrol,Saloon,"1,500 cc","201,200 km","Rs 2,854,000",Yes,
Toyota,Yaris,Cross Brand New,2025,Automatic,Petrol,Hatchback,"1,500 cc",0 km,"Rs 18,800,000",No,
Toyota,Land Cruiser Prado,250 Petrol,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","5,000 km","Rs 68,500,000",Yes,
Toyota,Premio,G Superior,2012,Automatic,Petrol,Saloon,"1,500 cc","188,000 km","Rs 12,175,000",Yes,
Nissan,Patrol,2013,2013,Automatic,Diesel,SUV / 4x4,"3,000 cc","128,000 km","Rs 32,500,000",Yes,
Suzuki,Wagon R,FX,2023,Automatic,Petrol,Hatchback,650 cc,"8,000 km","Rs 7,275,000",Yes,
Toyota,Axio,Axio Hybrid,2015,Automatic,Hybrid,Saloon,"1,500 cc","140,000 km","Rs 10,300,000",Yes,
Kia,Sorento,Kia,2014,Tiptronic,Diesel,SUV / 4x4,"2,200 cc","145,000 km","Rs 15,500,000",Yes,
DFSK,Glory,2021,2021,Tiptronic,Petrol,SUV / 4x4,"1,500 cc","32,000 km","Rs 11,500,000",Yes,
Hyundai,Santa Fe,V6 4WD,2007,Manual,Petrol,SUV / 4x4,"2,580 cc","190,000 km","Rs 7,500,000",Yes,
Mercedes Benz,GLE 300D,AMG TECH Premium 2.0,2019,Automatic,Diesel,SUV / 4x4,"2,000 cc","50,000 km","Rs 72,500,000",Yes,
Land Rover,Discovery,4S Grade 3.0 SD4 V6,2014,Automatic,Diesel,SUV / 4x4,"3,000 cc","150,000 km","Rs 39,000,000",Yes,
Audi,TT,S Line Low Kms 1ST o,2017,Automatic,Petrol,Convertible,"2,000 cc","27,000 km","Rs 32,500,000",Yes,
Audi,A5,2018,2018,Automatic,Petrol,Saloon,"1,500 cc","51,000 km","Rs 28,900,000",Yes,
Toyota,Avanza,Toyota,2010,Manual,Petrol,MPV,"1,400 cc","151,000 km","Rs 7,200,000",Yes,
Honda,Vezel,Z Grade,2023,Automatic,Hybrid,SUV / 4x4,"1,500 cc","10,000 km","Rs 17,000,000",No,
Nissan,X-Trail,Non Hybrid 7Seater,2015,Automatic,Petrol,SUV / 4x4,"2,000 cc","100,000 km","Rs 13,250,000",Yes,
Honda,CRV,EX Masterpiece 1ST O,2018,Automatic,Petrol,SUV / 4x4,"1,500 cc","44,000 km","Rs 25,500,000",Yes,
Land Rover,Range Rover Sport,HSE Autobiography 3L,2015,Automatic,Diesel,SUV / 4x4,"3,000 cc","73,000 km","Rs 49,500,000",Yes,
MG,Other Model,Magnette Twin CARB 1,1955,Manual,Petrol,Saloon,"1,500 cc","20,000 km","Rs 8,500,000",Yes,
Land Rover,Range Rover,Autobiography  SWB,2018,Automatic,Petrol,,"2,000 cc","59,000 km","Rs 89,000,000",Yes,
Suzuki,Swift,2017,2017,Tiptronic,Petrol,Hatchback,"1,000 cc","64,000 km","Rs 8,950,000",Yes,
DFSK,Glory,2021,2021,Automatic,Petrol,SUV / 4x4,"1,500 cc","40,000 km","Rs 11,200,000",Yes,
Renault,KWID,RXT,2017,Manual,Petrol,Hatchback,"1,000 cc","124,000 km","Rs 3,425,000",Yes,
BMW,X5,M Sport,2018,Automatic,Hybrid,SUV / 4x4,"2,000 cc","54,000 km","Rs 42,100,000",Yes,
Suzuki,Wagon R FX,Safety Premium Brown,2024,Automatic,Petrol,Hatchback,660 cc,"3,769 km","Rs 8,190,000",Yes,
Honda,Vezel,Vezel Z  2025,2025,Automatic,Hybrid,SUV / 4x4,"1,500 cc",0 km,"Rs 17,800,000",Yes,
Toyota,Land Cruiser Prado,150 Fully Loaded,2023,Tiptronic,Petrol,SUV / 4x4,"2,700 cc","10,000 km","Rs 55,000,000",Yes,
Honda,CRV,2020,2020,Tiptronic,Petrol,SUV / 4x4,"1,500 cc","78,000 km","Rs 25,500,000",Yes,
Volkswagen,Tiguan,2018,2018,Automatic,Petrol,SUV / 4x4,"1,395 cc","75,000 km","Rs 20,000,000",Yes,
Toyota,CHR,CHR 2023,2023,Automatic,Petrol,SUV / 4x4,"1,200 cc","15,000 km","Rs 15,500,000",Yes,
Kia,Sportage,2000 Petrol SUV,2000,Automatic,Petrol,SUV / 4x4,"1,998 cc","58,000 km","Rs 2,950,000",Yes,
Honda,Vezel,,2014,Automatic,Hybrid,Hatchback,"1,500 cc","89,000 km","Rs 10,150,000",Yes,
Toyota,Other Model,Rocco Gr Sport,2023,Automatic,Diesel,SUV / 4x4,"2,800 cc",0 km,"Rs 30,500,000",No,
Toyota,Prius,2016,2016,Automatic,Hybrid,Saloon,"1,800 cc","170,000 km","Rs 15,000,000",Yes,
Honda,CRV,2018,2018,Tiptronic,Petrol,SUV / 4x4,"1,500 cc","92,154 km","Rs 20,800,000",Yes,
Mitsubishi,Montero,Mitsubishi,2015,Tiptronic,Diesel,SUV / 4x4,"3,200 cc","278,000 km","Rs 27,500,000",Yes,
Ford,Ranger,,2016,Manual,Diesel,SUV / 4x4,"2,800 cc","137,682 km","Rs 19,500,000",Yes,
Toyota,Land Cruiser Prado,Petrol VX,2024,Tiptronic,Petrol,MPV,"2,700 cc",0 km,"Rs 70,000,000",Yes,
Toyota,Land Cruiser Prado,Petrol VX,2024,Tiptronic,Petrol,MPV,"2,700 cc",0 km,"Rs 72,500,000",Yes,
Mercedes Benz,C200,Coupe,2018,Automatic,Petrol,,"1,500 cc","37,000 km","Rs 29,500,000",Yes,
Toyota,Land Cruiser Sahara,ZX Highest Spec,2024,Tiptronic,Petrol,MPV,"3,500 cc",0 km,"Rs 97,500,000",No,
Ford,Focus,2012,2012,Automatic,Petrol,Saloon,"1,600 cc","141,000 km","Rs 8,000,000",Yes,
Toyota,Prius,,2016,Automatic,Petrol,Saloon,"1,800 cc","137,713 km","Rs 14,995,000",Yes,
Land Rover,Discovery,4S,2016,Automatic,Diesel,SUV / 4x4,"3,000 cc","218,000 km","Rs 43,500,000",Yes,
Mini,Cooper,,1969,Manual,Petrol,,"1,300 cc","72,722 km","Rs 2,900,000",Yes,
Bajaj,Qute,Bajaj,2019,Manual,Petrol,Hatchback,216 cc,"95,000 km","Rs 1,075,000",Yes,
Toyota,Vitz,Toyota Vitz,2017,Automatic,Petrol,Hatchback,"1,000 cc","114,000 km","Rs 7,800,000",Yes,
BMW,520d,Face Lift,2013,Automatic,Diesel,Saloon,"2,000 cc","75,000 km","Rs 25,700,000",Yes,
Toyota,Axio,Toyota,2015,Automatic,Hybrid,Saloon,"1,500 cc","125,000 km","Rs 10,500,000",Yes,
Mitsubishi,Lancer,XL,1982,Manual,Petrol,Saloon,"1,400 cc","290,000 km","Rs 1,950,000",Yes,
Lexus,Other Model,LX600,2024,Tiptronic,Petrol,SUV / 4x4,"3,500 cc","7,000 km","Rs 134,000,000",Yes,
Kia,Sorento,1-20 Option,2015,Automatic,Diesel,SUV / 4x4,"2,200 cc","195,000 km","Rs 21,900,000",Yes,
Mitsubishi,Lancer,XL,1982,Manual,Petrol,Saloon,"1,400 cc","290,000 km","Rs 1,950,000",Yes,
Toyota,Land Cruiser Prado,Toyota,2024,Automatic,Other fuel type,SUV / 4x4,"2,755 cc",0 km,"Rs 70,000,000",No,
Chevrolet,Spark,Chevrolet Spark,2010,Automatic,Petrol,,800 cc,"163,811 km","Rs 3,700,000",Yes,
Audi,Q5,,2012,Tiptronic,Petrol,,"1,984 cc","53,311 km","Rs 18,000,000",No,
Toyota,Corolla,AE80,1983,Manual,Petrol,Saloon,"1,300 cc","125,000 km","Rs 1,250,000",No,
Toyota,Sprinter,,1998,Automatic,Petrol,Saloon,"1,500 cc","150,000 km","Rs 1,900,000",Yes,
BMW,i7,2024,2024,Automatic,Electric,Saloon,100 cc,400 km,"Rs 135,000,000",Yes,
Toyota,Axio,X Grade,2007,Automatic,Petrol,Saloon,"1,500 cc","180,000 km","Rs 8,350,000",Yes,
Land Rover,Range Rover PHEV,Land Rover,2018,Tiptronic,Petrol,SUV / 4x4,"2,000 cc","78,000 km","Rs 110,000,000",Yes,
Honda,Vezel,2014,2014,Automatic,Hybrid,Coupé/Sports,"1,500 cc","150,000 km","Rs 11,000,000",Yes,
Mitsubishi,Montero,Glx,2014,Tiptronic,Diesel,Station wagon,"3,200 cc","185,000 km","Rs 29,200,000",Yes,
Daihatsu,Other Model,Taft  X,2025,Tiptronic,Petrol,Hatchback,660 cc,0 km,"Rs 9,750,000",No,
BMW,318i,M Sport,2016,Tiptronic,Petrol,Saloon,"1,500 cc","83,000 km","Rs 21,899,999",Yes,
Mercedes Benz,GLE 300D,Tech Premium,2019,Automatic,Diesel,SUV / 4x4,"2,000 cc","60,000 km","Rs 62,000,000",No,
Honda,Other Model,GP 5,2014,Automatic,Petrol,Hatchback,"1,500 cc","123,096 km","Rs 6,850,000",Yes,
Mitsubishi,Outlander,PHEV,2014,Tiptronic,Other fuel type,SUV / 4x4,"1,990 cc","208,000 km","Rs 12,550,000",Yes,
Nissan,AD Wagon,black,1985,Manual,Petrol,,"1,300 cc","200,000 km","Rs 800,000",Yes,
Toyota,Yaris,G Grade,2022,Automatic,Petrol,Hatchback,"1,000 cc","13,000 km","Rs 11,000,000",No,
Suzuki,Hustler,TOUGH WILD,2024,Automatic,Hybrid,Hatchback,660 cc,0 km,"Rs 8,750,000",No,
Toyota,Raize,X Grade,2023,Automatic,Petrol,SUV / 4x4,"1,200 cc","16,000 km","Rs 12,500,000",No,
Toyota,Raize,Z Grade,2023,Automatic,Petrol,SUV / 4x4,"1,000 cc","10,000 km","Rs 12,499,998",No,
Toyota,Raize,Z Grade,2023,Automatic,Petrol,SUV / 4x4,"1,200 cc","1,000 km","Rs 13,500,000",No,
Ssang Yong,Korando,,2013,Tiptronic,Diesel,Hatchback,"2,000 cc","125,000 km","Rs 6,650,000",Yes,
Nissan,Other Model,Roox,2023,Automatic,Hybrid,Hatchback,660 cc,"14,000 km","Rs 8,250,000",No,
Toyota,Raize,X Grade,2022,Automatic,Petrol,SUV / 4x4,"1,200 cc","17,000 km","Rs 12,500,000",No,
Honda,N-Box,N-Box Custom TURBO,2025,Automatic,Petrol,MPV,660 cc,0 km,"Rs 11,700,000",Yes,
BYD,Seal,Black COMFORT,2025,Automatic,Electric,Saloon,150 cc,0 km,"Rs 21,000,000",Yes,
Honda,Vezel,RV5,2023,Automatic,Hybrid,SUV / 4x4,"1,500 cc","23,000 km","Rs 17,200,000",No,
Honda,Insight,Honda,2019,Automatic,Hybrid,Saloon,"1,500 cc","107,000 km","Rs 18,000,000",Yes,
Micro,Other Model,Wuling Micro Almaz,2023,Automatic,Petrol,SUV / 4x4,"1,451 cc","20,000 km","Rs 19,800,000",Yes,
Mini,Cooper,Mini,2003,Manual,Petrol,Coupé/Sports,"1,600 cc","112,000 km","Rs 9,000,000",Yes,
Toyota,CHR,White,2017,Automatic,Petrol,Hatchback,"1,240 cc","120,000 km","Rs 14,600,000",Yes,
Suzuki,Alto,2023,2023,Automatic,Petrol,Hatchback,650 cc,"3,500 km","Rs 6,945,000",Yes,
Hyundai,Accent,,2001,Manual,Petrol,Saloon,"1,500 cc","190,560 km","Rs 2,275,000",Yes,
Toyota,Premio,G Superior,2018,Automatic,Petrol,Saloon,"1,500 cc","59,960 km","Rs 17,250,000",No,
Toyota,Corolla,2000,2000,Automatic,Petrol,Saloon,"1,490 cc","123,531 km","Rs 6,000,000",Yes,
Toyota,Harrier,G-Sport,2015,Automatic,Petrol,SUV / 4x4,"2,000 cc","107,500 km","Rs 28,000,000",Yes,
MG,ZS,,2018,Automatic,Petrol,SUV / 4x4,"1,000 cc","36,000 km","Rs 9,500,000",Yes,
Toyota,Yaris,Toyota,2020,Automatic,Petrol,Saloon,"1,197 cc","30,050 km","Rs 13,500,000",Yes,
Jeep,Renegade,,2018,Automatic,Petrol,SUV / 4x4,"1,400 cc","195,000 km","Rs 11,500,000",Yes,
Hyundai,Accent,,2001,Automatic,Petrol,Saloon,"1,500 cc","110,000 km","Rs 1,875,000",Yes,
Toyota,Carina,AT 192,1994,Manual,Petrol,Saloon,"1,490 cc","200,000 km","Rs 2,700,000",No,
Toyota,Land Cruiser Sahara,Toyota,2023,Automatic,Diesel,SUV / 4x4,"3,500 cc",0 km,"Rs 94,800,000",No,
Honda,Vezel,Honda Vezel 2019 RS,2019,Automatic,Hybrid,Station wagon,"1,500 cc","90,000 km","Rs 14,900,000",Yes,
Austin,Mini Cooper,1300,1966,Manual,Petrol,Hatchback,"1,275 cc","53,000 km","Rs 3,675,000",Yes,
Kia,Sportage,Kia,2011,Automatic,Petrol,,"2,000 cc","66,000 km","Rs 9,900,000",Yes,
Toyota,Land Cruiser Prado,vx,2024,Automatic,Petrol,SUV / 4x4,"2,700 cc","5,000 km","Rs 67,500,000",No,
DFSK,Glory,DFSK,2021,Tiptronic,Petrol,SUV / 4x4,"1,500 cc","19,000 km","Rs 11,900,000",Yes,
Toyota,Roomy,Custom G Modelstar,2023,Tiptronic,Petrol,MPV,"1,000 cc","15,000 km","Rs 9,950,000",Yes,
Nissan,Almera,VL,2025,Automatic,Petrol,Saloon,"1,000 cc",0 km,"Rs 13,300,000",Yes,
Honda,City,RS,2025,Automatic,Petrol,Saloon,"1,000 cc",0 km,"Rs 14,100,000",Yes,
Nissan,Qashqai,Tekna Plus,2018,Automatic,Petrol,Hatchback,"1,200 cc","101,000 km","Rs 16,000,000",Yes,
Mercedes Benz,E350,Avantgarde,2009,Automatic,Petrol,Saloon,"3,500 cc","126,000 km","Rs 21,000,000",Yes,
Toyota,Allion,,2003,Automatic,Petrol,,"1,500 cc","166,560 km","Rs 7,395,000",No,
Toyota,Harrier,Elegant,2017,Automatic,Petrol,Station wagon,"1,980 cc","82,000 km","Rs 27,000,000",No,
Toyota,CHR,Toyota CHR,2020,Automatic,Petrol,SUV / 4x4,"1,200 cc","167,000 km","Rs 14,000,000",Yes,
Nissan,X-Trail,T30,2001,Manual,Petrol,SUV / 4x4,"2,000 cc","310,000 km","Rs 5,700,000",Yes,
BMW,520i,5 Series M Sport,2024,Automatic,Hybrid,Saloon,"2,000 cc","5,000 km","Rs 50,000,000",Yes,
Toyota,Other Model,LandCruiser LC300 V6,2024,Automatic,Petrol,SUV / 4x4,"3,000 cc",400 km,"Rs 90,000,000",Yes,
Land Rover,Range Rover,,1964,Manual,Diesel,SUV / 4x4,"2,286 cc","150,000 km","Rs 3,950,000",Yes,
Peugeot,3008,2018 Dec,2018,Automatic,Petrol,Hatchback,"1,200 cc","38,020 km","Rs 19,000,000",Yes,
Land Rover,Defender,Black,1978,Manual,Diesel,SUV / 4x4,"2,500 cc","100,000 km","Rs 14,800,000",Yes,
Land Rover,Defender,Unregistered 2024,2024,Automatic,Petrol,SUV / 4x4,"2,000 cc",0 km,"Rs 77,500,000",No,
Toyota,Yaris,X grade,2023,Automatic,Petrol,Hatchback,"1,000 cc","36,000 km","Rs 10,200,000",Yes,
Honda,CRV,5 Seater,2019,Tiptronic,Petrol,SUV / 4x4,"1,500 cc","76,000 km","Rs 19,500,000",Yes,
Honda,Vezel,Z Play,2025,Automatic,Hybrid,SUV / 4x4,"1,500 cc",10 km,"Rs 22,500,000",No,
Honda,Civic,EX 2020,2020,Automatic,Petrol,Saloon,"1,000 cc","42,286 km","Rs 15,900,000",Yes,
Toyota,Aqua,,2013,Automatic,Hybrid,Hatchback,"1,490 cc","101,358 km","Rs 7,750,000",No,
Toyota,Yaris,Cross,2025,Automatic,Hybrid,SUV / 4x4,"1,500 cc",10 km,"Rs 16,700,000",No,
Mitsubishi,Pajero,Computer Body,1992,Manual,Diesel,SUV / 4x4,"2,500 cc","170,000 km","Rs 6,900,000",Yes,
BMW,523i,,2011,Automatic,Petrol,Saloon,"2,500 cc","73,000 km","Rs 22,000,000",Yes,
Suzuki,Swift,Full Safety,2017,Automatic,Petrol,Hatchback,"1,000 cc","103,000 km","Rs 8,500,000",Yes,
Audi,A3,Sedan,2017,Automatic,Petrol,Saloon,"1,390 cc","97,000 km","Rs 19,000,000",Yes,
Mercedes Benz,C180,2012,2012,Tiptronic,Petrol,Saloon,"1,790 cc","28,000 km","Rs 135,000,000",Yes,
Volvo,Other Model,240 GL,1993,Manual,Diesel,Saloon,"2,000 cc","99,999 km","Rs 1,550,000",No,
Honda,Grace,,2016,Automatic,Hybrid,Saloon,"1,500 cc","117,000 km","Rs 12,000,000",No,
Honda,Jade,DAA-FR4 jade,2015,Automatic,Hybrid,Station wagon,"1,500 cc","128,270 km","Rs 11,490,000",Yes,
Toyota,CHR,2017,2017,Automatic,Petrol,SUV / 4x4,"1,200 cc","81,000 km","Rs 13,900,000",Yes,
Toyota,Aqua,Toyota,2015,Automatic,Petrol,Hatchback,"1,400 cc","90,000 km","Rs 9,100,000",No,
Kia,Sportage,,2008,Automatic,Diesel,,"2,000 cc","188,000 km","Rs 5,890,000",Yes,
Toyota,Hilux,Champ 2WD Double Cab,2014,Manual,Diesel,SUV / 4x4,"2,500 cc","165,000 km","Rs 10,200,000",Yes,
Opel,Omega,,1994,Automatic,Diesel,Saloon,"1,970 cc","200,000 km","Rs 1,100,000",No,
Land Rover,Range Rover,,2013,Automatic,Petrol,Coupé/Sports,"2,000 cc","190,000 km","Rs 19,900,000",Yes,
Mercedes Benz,S300,Mercedes,2008,Tiptronic,Petrol,,"3,000 cc","102,000 km","Rs 18,500,000",Yes,
MG,ZS,,2019,Automatic,Petrol,SUV / 4x4,"1,000 cc","72,500 km","Rs 9,800,000",Yes,
BMW,750iL,2025,2025,Tiptronic,Hybrid,Saloon,"2,000 cc",0 km,"Rs 116,000,000",No,
BMW,520i,M Sport,2024,Tiptronic,Hybrid,Saloon,"2,000 cc",10 km,"Rs 55,000,000",No,
Mitsubishi,Montero,2003,2003,Automatic,Petrol,SUV / 4x4,"3,800 cc","174,000 km","Rs 12,700,000",Yes,
Toyota,Sprinter,No,1991,Manual,Diesel,Saloon,"1,977 cc","216,000 km","Rs 2,050,000",No,
Toyota,Hilux,,2013,Automatic,Diesel,SUV / 4x4,"3,000 cc","176,000 km","Rs 14,500,000",Yes,
Toyota,Hilux,REVO GR Sport,2024,Tiptronic,Diesel,SUV / 4x4,"2,800 cc",0 km,"Rs 29,900,000",Yes,
Mitsubishi,Xpander,GLS,2019,Automatic,Petrol,SUV / 4x4,"1,490 cc","60,000 km","Rs 15,800,000",Yes,
Toyota,Belta,KSP92 KJ-2010 /,2007,Automatic,Petrol,Saloon,"1,000 cc","128,000 km","Rs 5,975,000",Yes,
Honda,CRV,RD1 1stOwner JF-2004,1998,Automatic,Petrol,SUV / 4x4,"1,980 cc","141,000 km","Rs 5,175,000",Yes,
Toyota,Hilux,,2020,Automatic,Diesel,SUV / 4x4,"2,500 cc","107,000 km","Rs 22,500,000",No,
Land Rover,Range Rover Evoque,HSE DYNAMIC,2025,Tiptronic,Petrol,SUV / 4x4,"1,500 cc",0 km,"Rs 58,000,000",Yes,
Audi,A6,,2017,Tiptronic,Petrol,Saloon,"1,800 cc","53,760 km","Rs 26,000,000",No,
Toyota,Land Cruiser Prado,2023,2023,Automatic,Petrol,SUV / 4x4,"2,700 cc",0 km,"Rs 61,500,000",Yes,
BMW,X1,E84,2011,Tiptronic,Diesel,,"2,000 cc","151,000 km","Rs 12,000,000",Yes,
Suzuki,Wagon R FX,Safety,2024,Automatic,Petrol,Hatchback,660 cc,"2,100 km","Rs 7,850,000",Yes,
Mercedes Benz,C200,C200 AMG Line,2024,Automatic,Hybrid,Saloon,"1,500 cc","1,300 km","Rs 38,000,000",Yes,
